2022-04-04 18:29:01,147 INFO    MainThread:20064 [wandb_setup.py:_flush():75] Loading settings from C:\Users\ysimp\.config\wandb\settings
2022-04-04 18:29:01,148 INFO    MainThread:20064 [wandb_setup.py:_flush():75] Loading settings from C:\Users\ysimp\Documents\GitHub\is460-ml\wandb\settings
2022-04-04 18:29:01,148 INFO    MainThread:20064 [wandb_setup.py:_flush():75] Loading settings from environment variables: {}
2022-04-04 18:29:01,148 INFO    MainThread:20064 [wandb_setup.py:_flush():75] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2022-04-04 18:29:01,148 INFO    MainThread:20064 [wandb_setup.py:_flush():75] Applying login settings: {'api_key': '***REDACTED***'}
2022-04-04 18:29:01,148 INFO    MainThread:20064 [wandb_init.py:_log_setup():405] Logging user logs to C:\Users\ysimp\Documents\GitHub\is460-ml\wandb\run-20220404_182901-2z552l9n\logs\debug.log
2022-04-04 18:29:01,159 INFO    MainThread:20064 [wandb_init.py:_log_setup():406] Logging internal logs to C:\Users\ysimp\Documents\GitHub\is460-ml\wandb\run-20220404_182901-2z552l9n\logs\debug-internal.log
2022-04-04 18:29:01,159 INFO    MainThread:20064 [wandb_init.py:_jupyter_setup():355] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x00000162B37E6AC0>
2022-04-04 18:29:01,159 INFO    MainThread:20064 [wandb_init.py:init():439] calling init triggers
2022-04-04 18:29:01,159 INFO    MainThread:20064 [wandb_init.py:init():442] wandb.init called with sweep_config: {}
config: {}
2022-04-04 18:29:01,159 INFO    MainThread:20064 [wandb_init.py:init():492] starting backend
2022-04-04 18:29:01,159 INFO    MainThread:20064 [backend.py:_multiprocessing_setup():99] multiprocessing start_methods=spawn, using: spawn
2022-04-04 18:29:01,160 INFO    MainThread:20064 [backend.py:ensure_launched():219] starting backend process...
2022-04-04 18:29:01,207 INFO    MainThread:20064 [backend.py:ensure_launched():224] started backend process with pid: 18768
2022-04-04 18:29:01,208 INFO    MainThread:20064 [wandb_init.py:init():501] backend started and connected
2022-04-04 18:29:01,216 INFO    MainThread:20064 [wandb_run.py:_label_probe_notebook():947] probe notebook
2022-04-04 18:29:01,217 INFO    MainThread:20064 [wandb_run.py:_label_probe_notebook():957] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2022-04-04 18:29:01,217 INFO    MainThread:20064 [wandb_init.py:init():565] updated telemetry
2022-04-04 18:29:01,267 INFO    MainThread:20064 [wandb_init.py:init():596] communicating run to backend with 30 second timeout
2022-04-04 18:29:02,535 INFO    MainThread:20064 [wandb_run.py:_on_init():1759] communicating current version
2022-04-04 18:29:02,607 INFO    MainThread:20064 [wandb_run.py:_on_init():1763] got version response 
2022-04-04 18:29:02,608 INFO    MainThread:20064 [wandb_init.py:init():625] starting run threads in backend
2022-04-04 18:29:07,614 INFO    MainThread:20064 [wandb_run.py:_console_start():1733] atexit reg
2022-04-04 18:29:07,614 INFO    MainThread:20064 [wandb_run.py:_redirect():1606] redirect: SettingsConsole.WRAP
2022-04-04 18:29:07,615 INFO    MainThread:20064 [wandb_run.py:_redirect():1643] Wrapping output streams.
2022-04-04 18:29:07,615 INFO    MainThread:20064 [wandb_run.py:_redirect():1667] Redirects installed.
2022-04-04 18:29:07,615 INFO    MainThread:20064 [wandb_init.py:init():664] run started, returning control to user process
2022-04-04 18:29:07,616 INFO    MainThread:20064 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-04 18:29:07,616 INFO    MainThread:20064 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-04 18:31:04,914 INFO    MainThread:20064 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-04 18:31:04,919 INFO    MainThread:20064 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-04 18:31:04,919 INFO    MainThread:20064 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-04 18:31:08,579 INFO    MainThread:20064 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-04 18:31:08,585 INFO    MainThread:20064 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-04 18:31:08,585 INFO    MainThread:20064 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-04 18:32:25,141 INFO    MainThread:20064 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-04 18:32:25,142 INFO    MainThread:20064 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-04 18:32:25,142 INFO    MainThread:20064 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-04 18:32:29,423 INFO    MainThread:20064 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-04 18:32:29,428 INFO    MainThread:20064 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-04 18:32:29,428 INFO    MainThread:20064 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-04 18:32:32,594 INFO    MainThread:20064 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-04 18:32:32,598 INFO    MainThread:20064 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-04 18:32:32,598 INFO    MainThread:20064 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-04 18:32:58,627 INFO    MainThread:20064 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-04 18:32:58,627 INFO    MainThread:20064 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-04 18:32:58,628 INFO    MainThread:20064 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-04 18:33:02,689 INFO    MainThread:20064 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-04 18:33:02,689 INFO    MainThread:20064 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-04 18:33:02,689 INFO    MainThread:20064 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-04 18:33:10,362 INFO    MainThread:20064 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-04 18:33:10,456 INFO    MainThread:20064 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-04 18:33:10,456 INFO    MainThread:20064 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-04 18:33:11,284 INFO    MainThread:20064 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-04 18:33:11,285 INFO    MainThread:20064 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-04 18:33:11,285 INFO    MainThread:20064 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-04 18:35:18,532 INFO    MainThread:20064 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-04 18:35:18,533 INFO    MainThread:20064 [wandb_config.py:__setitem__():153] config set vocab_size = 10000 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x00000162CE3BEA00>>
